Category,City,Country,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Number of Records,Profit,Profit Ratio,Quantity,Sales
Office Supplies,New York City,United States,Anna Häberlin,Easy-staple paper,8/7/2015,CA-2013-158869,10024,Easy-staple paper,East,Corporate,8/8/2015,First Class,New York,Paper,0%,1,$33,47%,2,$71
Technology,Los Angeles,United States,Vivek Gonzalez,Panasonic,8/7/2015,CA-2013-151092,90032,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,West,Consumer,8/14/2015,Standard Class,California,Phones,20%,1,$18,9%,4,$211
Office Supplies,New York City,United States,Liz MacKendrick,Dixon,8/7/2015,CA-2013-105263,10024,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",East,Consumer,8/12/2015,Standard Class,New York,Art,0%,1,$16,41%,9,$38
Technology,Edmonds,United States,Dorothy Wardle,Logitech,8/8/2015,CA-2013-148516,98026,Logitech Illuminated - Keyboard,West,Corporate,8/12/2015,Standard Class,Washington,Accessories,0%,1,$86,48%,3,$180
Office Supplies,Dallas,United States,Jill Fjeld,Other,8/9/2015,CA-2013-121034,75081,OIC Bulk Pack Metal Binder Clips,Central,Consumer,8/11/2015,Second Class,Texas,Fasteners,20%,1,$4,33%,4,$11
Office Supplies,Dallas,United States,Jill Fjeld,Other,8/9/2015,CA-2013-121034,75081,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",Central,Consumer,8/11/2015,Second Class,Texas,Paper,20%,1,$18,33%,3,$54
Office Supplies,Jackson,United States,Corinna Mitchell,Alliance,8/9/2015,CA-2013-169026,39212,"Alliance Super-Size Bands, Assorted Sizes",South,Home Office,8/14/2015,Standard Class,Mississippi,Fasteners,0%,1,$0,1%,3,$23
Furniture,Los Angeles,United States,Cathy Armstrong,Chromcraft,8/9/2015,CA-2013-107328,90036,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",West,Home Office,8/16/2015,Standard Class,California,Tables,20%,1,$13,3%,2,$513
Office Supplies,Los Angeles,United States,Cathy Armstrong,Kensington,8/9/2015,CA-2013-107328,90036,Kensington 4 Outlet MasterPiece Compact Power Control Center,West,Home Office,8/16/2015,Standard Class,California,Appliances,0%,1,$137,28%,6,$488
Office Supplies,Los Angeles,United States,Cathy Armstrong,Acco,8/9/2015,CA-2013-107328,90036,Acco Hanging Data Binders,West,Home Office,8/16/2015,Standard Class,California,Binders,20%,1,$5,35%,5,$15
Office Supplies,Oklahoma City,United States,Charles Crestani,Xerox,8/9/2015,CA-2013-130078,73120,Xerox 1954,Central,Consumer,8/15/2015,Standard Class,Oklahoma,Paper,0%,1,$5,45%,2,$11
Office Supplies,Fayetteville,United States,Helen Andreada,Xerox,8/10/2015,US-2013-113649,28314,Xerox 199,South,Consumer,8/13/2015,First Class,North Carolina,Paper,20%,1,$10,31%,9,$31
Technology,Fayetteville,United States,Helen Andreada,Apple,8/10/2015,US-2013-113649,28314,Apple EarPods with Remote and Mic,South,Consumer,8/13/2015,First Class,North Carolina,Phones,20%,1,$4,10%,2,$45
Office Supplies,Fayetteville,United States,Helen Andreada,Kensington,8/10/2015,US-2013-113649,28314,Kensington 7 Outlet MasterPiece Power Center,South,Consumer,8/13/2015,First Class,North Carolina,Appliances,20%,1,$64,11%,4,$570
Office Supplies,Hendersonville,United States,Gary Hansen,Other,8/10/2015,CA-2013-118934,37075,Tuff Stuff Recycled Round Ring Binders,South,Home Office,8/15/2015,Standard Class,Tennessee,Binders,70%,1,-$3,-70%,3,$4
Office Supplies,Hendersonville,United States,Gary Hansen,Avery,8/10/2015,CA-2013-118934,37075,Avery Durable Slant Ring Binders,South,Home Office,8/15/2015,Standard Class,Tennessee,Binders,70%,1,-$8,-67%,5,$12
Office Supplies,Tulsa,United States,Michelle Tran,Xerox,8/12/2015,CA-2013-128671,74133,Xerox 202,Central,Home Office,8/17/2015,Standard Class,Oklahoma,Paper,0%,1,$16,48%,5,$32
Office Supplies,Tulsa,United States,Michelle Tran,Avery,8/12/2015,CA-2013-128671,74133,Avery Hanging File Binders,Central,Home Office,8/17/2015,Standard Class,Oklahoma,Binders,0%,1,$19,46%,7,$42
Office Supplies,Tulsa,United States,Michelle Tran,Other,8/12/2015,CA-2013-128671,74133,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",Central,Home Office,8/17/2015,Standard Class,Oklahoma,Binders,0%,1,$36,46%,2,$78
Office Supplies,Des Moines,United States,Lena Cacioppo,Xerox,8/13/2015,CA-2013-167584,50315,Xerox 224,Central,Consumer,8/13/2015,Same Day,Iowa,Paper,0%,1,$3,48%,1,$6
Technology,Carrollton,United States,Chris McAfee,Logitech,8/13/2015,CA-2013-155845,75007,Logitech diNovo Edge Keyboard,Central,Consumer,8/16/2015,Second Class,Texas,Accessories,20%,1,$52,4%,7,"$1,400"
Furniture,New York City,United States,Becky Castell,Global,8/13/2015,CA-2013-143910,10011,"Global Geo Office Task Chair, Gray",East,Home Office,8/17/2015,Standard Class,New York,Chairs,10%,1,-$8,-6%,2,$146
Furniture,Lakeland,United States,Cindy Schnelling,Other,8/13/2015,CA-2013-118073,33801,BPI Conference Tables,South,Corporate,8/17/2015,Standard Class,Florida,Tables,45%,1,-$256,-45%,7,$562
Furniture,New York City,United States,Nora Preis,Chromcraft,8/13/2015,CA-2013-105459,10024,Chromcraft Round Conference Tables,East,Consumer,8/18/2015,Second Class,New York,Tables,40%,1,-$66,-32%,2,$209
Office Supplies,New York City,United States,Nora Preis,Tennsco,8/13/2015,CA-2013-105459,10024,Tennsco 6- and 18-Compartment Lockers,East,Consumer,8/18/2015,Second Class,New York,Storage,0%,1,$286,18%,6,"$1,591"
Office Supplies,Philadelphia,United States,Deborah Brumfield,Boston,8/13/2015,US-2013-144477,19134,Boston 16765 Mini Stand Up Battery Pencil Sharpener,East,Home Office,8/15/2015,Second Class,Pennsylvania,Art,20%,1,$3,8%,4,$37
Office Supplies,Jacksonville,United States,Erin Mull,Acco,8/14/2015,CA-2013-155670,28540,Acco Translucent Poly Ring Binders,South,Consumer,8/18/2015,Second Class,North Carolina,Binders,70%,1,-$8,-73%,8,$11
Office Supplies,Jacksonville,United States,Erin Mull,Easy-staple paper,8/14/2015,CA-2013-155670,28540,Easy-staple paper,South,Consumer,8/18/2015,Second Class,North Carolina,Paper,20%,1,$3,31%,3,$10
Furniture,West Allis,United States,Theresa Swint,O'Sullivan,8/14/2015,CA-2013-156251,53214,O'Sullivan Living Dimensions 2-Shelf Bookcases,Central,Corporate,8/19/2015,Second Class,Wisconsin,Bookcases,0%,1,$24,10%,2,$242
Office Supplies,West Allis,United States,Theresa Swint,Avery,8/14/2015,CA-2013-156251,53214,Avery Round Ring Poly Binders,Central,Corporate,8/19/2015,Second Class,Wisconsin,Binders,0%,1,$4,49%,3,$9
Office Supplies,Kenner,United States,Hunter Glantz,Staple holder,8/14/2015,US-2013-156692,70065,Staple holder,South,Consumer,8/14/2015,Same Day,Louisiana,Appliances,0%,1,$5,27%,2,$17
Technology,Kenner,United States,Hunter Glantz,Sony,8/14/2015,US-2013-156692,70065,Sony 64GB Class 10 Micro SDHC R40 Memory Card,South,Consumer,8/14/2015,Same Day,Louisiana,Accessories,0%,1,$15,21%,2,$72
Office Supplies,Springfield,United States,Roy Französisch,Avery,8/14/2015,CA-2013-125843,22153,Avery Heavy-Duty EZD  Binder With Locking Rings,South,Consumer,8/17/2015,First Class,Virginia,Binders,0%,1,$11,48%,4,$22
Office Supplies,Springfield,United States,Roy Französisch,Other,8/14/2015,CA-2013-125843,22153,Alphabetical Labels for Top Tab Filing,South,Consumer,8/17/2015,First Class,Virginia,Labels,0%,1,$52,50%,7,$104
Office Supplies,Irving,United States,Carol Triggs,Premier,8/14/2015,US-2013-141264,75061,Premier Electric Letter Opener,Central,Consumer,8/20/2015,Standard Class,Texas,Supplies,20%,1,-$35,-19%,2,$185
Office Supplies,Irving,United States,Carol Triggs,Other,8/14/2015,US-2013-141264,75061,3.6 Cubic Foot Counter Height Office Refrigerator,Central,Consumer,8/20/2015,Standard Class,Texas,Appliances,80%,1,-$153,-260%,1,$59
Office Supplies,Los Angeles,United States,Jill Matthias,Array,8/15/2015,CA-2013-136021,90045,Array Memo Cubes,West,Consumer,8/19/2015,Standard Class,California,Paper,0%,1,$8,49%,3,$16
Technology,Los Angeles,United States,Jill Matthias,Texas Instruments,8/15/2015,CA-2013-136021,90045,Texas Instruments TI-34 Scientific Calculator,West,Consumer,8/19/2015,Standard Class,California,Machines,20%,1,$36,34%,6,$106
Office Supplies,Nashville,United States,Toby Ritter,Xerox,8/15/2015,CA-2013-119515,37211,Xerox 200,South,Consumer,8/17/2015,First Class,Tennessee,Paper,20%,1,$5,35%,3,$16
Technology,Akron,United States,Stephanie Phelps,Cisco,8/15/2015,CA-2013-136770,44312,Cisco IP Phone 7961G-GE VoIP phone,East,Corporate,8/19/2015,Standard Class,Ohio,Phones,40%,1,-$56,-22%,2,$260
Technology,Akron,United States,Stephanie Phelps,Plantronics,8/15/2015,CA-2013-136770,44312,Plantronics Voyager Pro Legend,East,Corporate,8/19/2015,Standard Class,Ohio,Phones,40%,1,-$49,-20%,2,$247
Technology,Akron,United States,Stephanie Phelps,Logitech,8/15/2015,CA-2013-136770,44312,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,East,Corporate,8/19/2015,Standard Class,Ohio,Accessories,20%,1,$49,18%,5,$280
Office Supplies,Aurora,United States,Max Engle,Other,8/16/2015,US-2013-123470,80013,Premium Transparent Presentation Covers by GBC,West,Consumer,8/22/2015,Standard Class,Colorado,Binders,70%,1,-$14,-73%,3,$19
Office Supplies,Aurora,United States,Max Engle,Tripp Lite,8/16/2015,US-2013-123470,80013,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,West,Consumer,8/22/2015,Standard Class,Colorado,Appliances,20%,1,$12,10%,3,$122
Technology,Oakland,United States,Craig Yedwab,Nokia,8/16/2015,CA-2013-166163,94601,Nokia Lumia 521 (T-Mobile),West,Corporate,8/21/2015,Second Class,California,Phones,20%,1,$7,10%,3,$72
Office Supplies,Oakland,United States,Craig Yedwab,Avery,8/16/2015,CA-2013-166163,94601,Avery 488,West,Corporate,8/21/2015,Second Class,California,Labels,0%,1,$2,48%,1,$3
Technology,Tallahassee,United States,John Castell,HTC,8/16/2015,CA-2013-118626,32303,HTC One Mini,South,Consumer,8/21/2015,Standard Class,Florida,Phones,20%,1,$71,10%,7,$706
Furniture,Fayetteville,United States,Christopher Conant,Hon,8/16/2015,CA-2013-154690,28314,Hon Olson Stacker Stools,South,Consumer,8/18/2015,Second Class,North Carolina,Chairs,20%,1,$23,10%,2,$225
Furniture,Los Angeles,United States,Bill Donatelli,Luxo,8/16/2015,CA-2013-167241,90004,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,West,Consumer,8/23/2015,Standard Class,California,Furnishings,0%,1,$44,14%,3,$312
Office Supplies,Los Angeles,United States,Bill Donatelli,Other,8/16/2015,CA-2013-167241,90004,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",West,Consumer,8/23/2015,Standard Class,California,Storage,0%,1,$3,17%,3,$18
Technology,Los Angeles,United States,Bill Donatelli,AT&T,8/16/2015,CA-2013-167241,90004,AT&T 841000 Phone,West,Consumer,8/23/2015,Standard Class,California,Phones,20%,1,$10,6%,3,$166
Office Supplies,Los Angeles,United States,Bill Donatelli,REDIFORM,8/16/2015,CA-2013-167241,90004,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",West,Consumer,8/23/2015,Standard Class,California,Paper,0%,1,$18,48%,4,$38
Office Supplies,San Francisco,United States,Pete Kriz,Other,8/17/2015,CA-2013-150343,94110,Convenience Packs of Business Envelopes,West,Consumer,8/21/2015,Standard Class,California,Envelopes,0%,1,$5,47%,3,$11
Furniture,Los Angeles,United States,Anthony O'Donnell,Barricks,8/17/2015,CA-2013-148096,90045,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",West,Corporate,8/20/2015,First Class,California,Tables,20%,1,$12,8%,2,$161
Office Supplies,Davis,United States,Jeremy Pistek,Xerox,8/17/2015,CA-2013-113117,95616,Xerox 1931,West,Consumer,8/23/2015,Standard Class,California,Paper,0%,1,$16,48%,5,$32
Office Supplies,Seattle,United States,Neoma Murray,Acco,8/18/2015,US-2013-157308,98105,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",West,Consumer,8/22/2015,Standard Class,Washington,Binders,20%,1,$6,36%,4,$16
Office Supplies,New York City,United States,Helen Wasserman,Belkin,8/19/2015,CA-2013-136133,10024,Belkin 7 Outlet SurgeMaster II,East,Corporate,8/24/2015,Second Class,New York,Appliances,0%,1,$99,28%,9,$355
Technology,New York City,United States,Greg Guthrie,GE,8/19/2015,CA-2013-153353,10035,GE DSL Phone Line Filter,East,Corporate,8/25/2015,Standard Class,New York,Phones,0%,1,$12,29%,1,$40
Office Supplies,Edinburg,United States,Natalie Fritzler,GBC,8/19/2015,CA-2013-113551,78539,GBC Wire Binding Combs,Central,Consumer,8/21/2015,First Class,Texas,Binders,80%,1,-$3,-165%,1,$2
Office Supplies,Edinburg,United States,Natalie Fritzler,Advantus,8/19/2015,CA-2013-113551,78539,Advantus Motivational Note Cards,Central,Consumer,8/21/2015,First Class,Texas,Paper,20%,1,$30,36%,8,$84
Furniture,Houston,United States,Matt Abelman,Staple-based wall hangings,8/19/2015,CA-2013-128916,77070,Staple-based wall hangings,Central,Home Office,8/21/2015,Second Class,Texas,Furnishings,60%,1,-$4,-40%,3,$10
Furniture,Houston,United States,Matt Abelman,OIC,8/19/2015,CA-2013-128916,77070,OIC Stacking Trays,Central,Home Office,8/21/2015,Second Class,Texas,Furnishings,60%,1,-$2,-40%,4,$5
Office Supplies,New York City,United States,Resi Pölking,Other,8/20/2015,CA-2013-101980,10009,Surelock Post Binders,East,Consumer,8/21/2015,First Class,New York,Binders,20%,1,$55,38%,6,$147
Office Supplies,New York City,United States,Resi Pölking,Ibico,8/20/2015,CA-2013-101980,10009,Ibico EB-19 Dual Function Manual Binding System,East,Consumer,8/21/2015,First Class,New York,Binders,20%,1,$90,33%,2,$277
Office Supplies,New York City,United States,Resi Pölking,Cardinal,8/20/2015,CA-2013-101980,10009,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",East,Consumer,8/21/2015,First Class,New York,Binders,20%,1,$9,36%,5,$25
Technology,Detroit,United States,Dianna Wilson,Other,8/21/2015,CA-2013-151141,48205,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",Central,Home Office,8/24/2015,First Class,Michigan,Phones,0%,1,$4,27%,2,$15
Office Supplies,Greenville,United States,Stephanie Ulpright,Avery,8/22/2015,CA-2013-123414,27834,Avery 49,South,Home Office,8/28/2015,Standard Class,North Carolina,Labels,20%,1,$3,36%,4,$9
Office Supplies,Greenville,United States,Stephanie Ulpright,Acme,8/22/2015,CA-2013-123414,27834,"Acme 10"" Easy Grip Assistive Scissors",South,Home Office,8/28/2015,Standard Class,North Carolina,Supplies,20%,1,$4,13%,2,$28
Furniture,Philadelphia,United States,Rick Bensley,Iceberg,8/22/2015,US-2013-146066,19143,"Iceberg OfficeWorks 42"" Round Tables",East,Home Office,8/24/2015,Second Class,Pennsylvania,Tables,40%,1,-$340,-42%,9,$815
Office Supplies,Los Angeles,United States,Scot Coram,Avery,8/22/2015,US-2013-126452,90004,Avery Durable Slant Ring Binders,West,Corporate,8/29/2015,Standard Class,California,Binders,20%,1,$5,38%,2,$13
Technology,Los Angeles,United States,Scot Coram,Motorola,8/22/2015,US-2013-126452,90004,Motorola HK250 Universal Bluetooth Headset,West,Corporate,8/29/2015,Standard Class,California,Phones,20%,1,-$21,-23%,5,$92
Technology,Los Angeles,United States,Scot Coram,Logitech,8/22/2015,US-2013-126452,90004,Logitech Gaming G510s - Keyboard,West,Corporate,8/29/2015,Standard Class,California,Accessories,0%,1,$92,36%,3,$255
Technology,Los Angeles,United States,Scot Coram,Anker,8/22/2015,US-2013-126452,90004,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,West,Corporate,8/29/2015,Standard Class,California,Phones,20%,1,-$8,-25%,2,$32
Furniture,Los Angeles,United States,Scot Coram,Bretford,8/22/2015,US-2013-126452,90004,Bretford CR8500 Series Meeting Room Furniture,West,Corporate,8/29/2015,Standard Class,California,Tables,20%,1,$180,6%,9,"$2,887"
Office Supplies,Los Angeles,United States,Scot Coram,Xerox,8/22/2015,US-2013-126452,90004,Xerox 1997,West,Corporate,8/29/2015,Standard Class,California,Paper,0%,1,$6,48%,2,$13
Office Supplies,Los Angeles,United States,Scot Coram,Xerox,8/22/2015,US-2013-126452,90004,Xerox 1928,West,Corporate,8/29/2015,Standard Class,California,Paper,0%,1,$21,45%,9,$48
Office Supplies,Seattle,United States,Rachel Payne,Avery,8/22/2015,CA-2013-167983,98115,Avery Durable Slant Ring Binders With Label Holder,West,Corporate,8/25/2015,Second Class,Washington,Binders,20%,1,$12,35%,10,$33
Furniture,New York City,United States,Jay Kimmel,Other,8/22/2015,CA-2013-122581,10035,"Leather Task Chair, Black",East,Consumer,8/26/2015,Standard Class,New York,Chairs,10%,1,$64,11%,7,$573
Office Supplies,Columbus,United States,Craig Reiter,Tripp Lite,8/23/2015,CA-2013-137239,43229,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,East,Consumer,8/29/2015,Standard Class,Ohio,Appliances,20%,1,$9,7%,2,$114
Office Supplies,Columbus,United States,Craig Reiter,Avery,8/23/2015,CA-2013-137239,43229,Avery Durable Poly Binders,East,Consumer,8/29/2015,Standard Class,Ohio,Binders,70%,1,-$3,-80%,2,$3
Office Supplies,Columbus,United States,Craig Reiter,Other,8/23/2015,CA-2013-137239,43229,Airmail Envelopes,East,Consumer,8/29/2015,Standard Class,Ohio,Envelopes,20%,1,$45,34%,2,$134
Office Supplies,Houston,United States,Dorothy Dickinson,GBC,8/23/2015,US-2013-148334,77041,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Central,Consumer,8/27/2015,Standard Class,Texas,Binders,80%,1,-$7,-160%,2,$4
Office Supplies,Gresham,United States,Sheri Gordon,GBC,8/23/2015,CA-2013-130484,97030,GBC Imprintable Covers,West,Consumer,8/28/2015,Standard Class,Oregon,Binders,70%,1,-$18,-70%,8,$26
Office Supplies,Seattle,United States,Deirdre Greer,Xerox,8/23/2015,US-2013-106313,98105,Xerox 202,West,Corporate,8/27/2015,Standard Class,Washington,Paper,0%,1,$9,48%,3,$19
Furniture,Fort Collins,United States,Tony Chapman,Dana,8/23/2015,US-2013-141880,80525,Dana Halogen Swing-Arm Architect Lamp,West,Home Office,8/24/2015,First Class,Colorado,Furnishings,20%,1,$10,10%,3,$98
Office Supplies,Los Angeles,United States,Pauline Webber,Newell,8/23/2015,CA-2013-140256,90049,Newell 346,West,Corporate,8/30/2015,Standard Class,California,Art,0%,1,$2,29%,2,$6
Office Supplies,Pharr,United States,Mick Hernandez,SAFCO,8/24/2015,US-2013-160528,78577,SAFCO Boltless Steel Shelving,Central,Home Office,8/31/2015,Standard Class,Texas,Storage,20%,1,-$173,-24%,8,$727
Furniture,Pharr,United States,Mick Hernandez,Other,8/24/2015,US-2013-160528,78577,Flat Face Poster Frame,Central,Home Office,8/31/2015,Standard Class,Texas,Furnishings,60%,1,-$10,-45%,3,$23
Technology,Pharr,United States,Mick Hernandez,WD My Passport,8/24/2015,US-2013-160528,78577,WD My Passport Ultra 2TB Portable External Hard Drive,Central,Home Office,8/31/2015,Standard Class,Texas,Accessories,20%,1,-$33,-5%,7,$666
Technology,Seattle,United States,Maxwell Schwartz,Okidata,8/24/2015,CA-2013-150350,98105,Okidata C331dn Printer,West,Consumer,8/31/2015,Standard Class,Washington,Machines,20%,1,$63,8%,3,$838
Office Supplies,Seattle,United States,Maxwell Schwartz,Tyvek,8/24/2015,CA-2013-150350,98105,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",West,Consumer,8/31/2015,Standard Class,Washington,Envelopes,0%,1,$64,47%,5,$136
Office Supplies,Seattle,United States,Maxwell Schwartz,Xerox,8/24/2015,CA-2013-150350,98105,Xerox 1978,West,Consumer,8/31/2015,Standard Class,Washington,Paper,0%,1,$17,49%,6,$35
Furniture,Seattle,United States,Maxwell Schwartz,Office Star,8/24/2015,CA-2013-150350,98105,Office Star Flex Back Scooter Chair with White Frame,West,Consumer,8/31/2015,Standard Class,Washington,Chairs,20%,1,-$40,-8%,6,$533
Office Supplies,Seattle,United States,Maxwell Schwartz,Acco,8/24/2015,CA-2013-150350,98105,"Acco Six-Outlet Power Strip, 4' Cord Length",West,Consumer,8/31/2015,Standard Class,Washington,Appliances,0%,1,$11,26%,5,$43
Office Supplies,Seattle,United States,Maxwell Schwartz,Acme,8/24/2015,CA-2013-150350,98105,Acme Rosewood Handle Letter Opener,West,Consumer,8/31/2015,Standard Class,Washington,Supplies,0%,1,$0,1%,4,$16
Office Supplies,New York City,United States,Jennifer Patt,Dixon,8/24/2015,CA-2013-158001,10035,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",East,Corporate,8/28/2015,Standard Class,New York,Art,0%,1,$9,41%,5,$21
Office Supplies,New York City,United States,Jennifer Patt,Other,8/24/2015,CA-2013-158001,10035,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",East,Corporate,8/28/2015,Standard Class,New York,Appliances,0%,1,$281,27%,5,"$1,041"
Office Supplies,New York City,United States,Jennifer Patt,Newell,8/24/2015,CA-2013-158001,10035,Newell 331,East,Corporate,8/28/2015,Standard Class,New York,Art,0%,1,$8,27%,6,$29
Office Supplies,Sheboygan,United States,Matt Abelman,Other,8/24/2015,US-2013-117793,53081,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",Central,Home Office,8/30/2015,Standard Class,Wisconsin,Labels,0%,1,$12,46%,4,$25
Office Supplies,Sheboygan,United States,Matt Abelman,Avery,8/24/2015,US-2013-117793,53081,Avery 515,Central,Home Office,8/30/2015,Standard Class,Wisconsin,Labels,0%,1,$18,47%,3,$38
Office Supplies,Sheboygan,United States,Matt Abelman,Other,8/24/2015,US-2013-117793,53081,Pizazz Global Quick File,Central,Home Office,8/30/2015,Standard Class,Wisconsin,Storage,0%,1,$4,28%,1,$15
Technology,Sheboygan,United States,Matt Abelman,Maxell,8/24/2015,US-2013-117793,53081,Maxell 4.7GB DVD+R 5/Pack,Central,Home Office,8/30/2015,Standard Class,Wisconsin,Accessories,0%,1,$1,45%,2,$2
Office Supplies,San Jose,United States,Roland Fjeld,Advantus,8/27/2015,CA-2013-105585,95123,Advantus SlideClip Paper Clips,West,Consumer,8/28/2015,First Class,California,Fasteners,0%,1,$5,48%,3,$10
Office Supplies,San Jose,United States,Roland Fjeld,Xerox,8/27/2015,CA-2013-105585,95123,Xerox 1979,West,Consumer,8/28/2015,First Class,California,Paper,0%,1,$70,45%,5,$155
Technology,Pasadena,United States,Linda Cazamias,Logitech,8/27/2015,CA-2013-152289,77506,Logitech G700s Rechargeable Gaming Mouse,Central,Corporate,8/29/2015,First Class,Texas,Accessories,20%,1,$44,28%,2,$160
Furniture,Pasadena,United States,Linda Cazamias,Hon,8/27/2015,CA-2013-152289,77506,Hon Deluxe Fabric Upholstered Stacking Chairs,Central,Corporate,8/29/2015,First Class,Texas,Chairs,30%,1,-$29,-3%,6,"$1,025"
Office Supplies,Seattle,United States,Charles Crestani,Xerox,8/27/2015,CA-2013-148201,98103,Xerox 1931,West,Consumer,8/30/2015,Second Class,Washington,Paper,0%,1,$3,48%,1,$6
Furniture,San Diego,United States,Don Jones,Global,8/27/2015,CA-2013-128594,92037,Global Troy Executive Leather Low-Back Tilter,West,Corporate,8/30/2015,First Class,California,Chairs,20%,1,$100,6%,4,"$1,603"
Office Supplies,Philadelphia,United States,Vivek Grady,Binney & Smith,8/27/2015,CA-2013-132094,19140,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",East,Corporate,9/3/2015,Standard Class,Pennsylvania,Art,20%,1,$2,30%,3,$5
Technology,Philadelphia,United States,Vivek Grady,Logitech,8/27/2015,CA-2013-132094,19140,Logitech Trackman Marble Mouse,East,Corporate,9/3/2015,Standard Class,Pennsylvania,Accessories,20%,1,$13,28%,2,$48
Office Supplies,Los Angeles,United States,Tom Stivers,Newell,8/27/2015,US-2013-100405,90045,Newell Chalk Holder,West,Corporate,8/29/2015,Second Class,California,Art,0%,1,$4,46%,2,$8
Technology,New York City,United States,Dan Reichenbach,Samsung,8/27/2015,US-2013-127425,10035,Samsung Replacement EH64AVFWE Premium Headset,East,Corporate,9/1/2015,Standard Class,New York,Phones,0%,1,$8,25%,6,$33
Technology,New York City,United States,Dan Reichenbach,Plantronics,8/27/2015,US-2013-127425,10035,Plantronics Audio 478 Stereo USB Headset,East,Corporate,9/1/2015,Standard Class,New York,Accessories,0%,1,$87,35%,5,$250
Technology,Franklin,United States,Shirley Schmidt,Memorex,8/27/2015,US-2013-163538,53132,Memorex Micro Travel Drive 16 GB,Central,Home Office,8/31/2015,Standard Class,Wisconsin,Accessories,0%,1,$15,31%,3,$48
Office Supplies,Detroit,United States,Andrew Allen,Xerox,8/27/2015,CA-2013-114601,48234,Xerox 1950,Central,Consumer,9/3/2015,Standard Class,Michigan,Paper,0%,1,$6,49%,2,$12
Technology,Detroit,United States,Andrew Allen,Clearsounds,8/27/2015,CA-2013-114601,48234,ClearSounds CSC500 Amplified Spirit Phone Corded phone,Central,Consumer,9/3/2015,Standard Class,Michigan,Phones,0%,1,$59,28%,3,$210
Furniture,Detroit,United States,Andrew Allen,Hon,8/27/2015,CA-2013-114601,48234,Hon 4060 Series Tables,Central,Consumer,9/3/2015,Standard Class,Michigan,Tables,0%,1,$99,22%,4,$448
Technology,Detroit,United States,Andrew Allen,NETGEAR,8/27/2015,CA-2013-114601,48234,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,Central,Consumer,9/3/2015,Standard Class,Michigan,Accessories,0%,1,$163,34%,3,$480
Office Supplies,Detroit,United States,Andrew Allen,Newell,8/27/2015,CA-2013-114601,48234,Newell 335,Central,Consumer,9/3/2015,Standard Class,Michigan,Art,0%,1,$3,29%,3,$9
Furniture,Athens,United States,Xylona Preis,Deflect-o,8/27/2015,CA-2013-163174,30605,Deflect-o Glass Clear Studded Chair Mats,South,Consumer,8/31/2015,Standard Class,Georgia,Furnishings,0%,1,$41,22%,3,$187
Office Supplies,New York City,United States,Ken Dana,Other,8/27/2015,US-2013-102141,10024,Deluxe Heavy-Duty Vinyl Round Ring Binder,East,Corporate,9/1/2015,Standard Class,New York,Binders,20%,1,$46,31%,8,$147
Office Supplies,Miami,United States,Stuart Van,Xerox,8/27/2015,CA-2013-160598,33142,Xerox 1944,South,Corporate,8/29/2015,First Class,Florida,Paper,20%,1,$11,36%,1,$31
Office Supplies,Dallas,United States,Sung Shariari,Martin-Yale,8/28/2015,US-2013-146710,75220,Martin-Yale Premier Letter Opener,Central,Consumer,9/2/2015,Standard Class,Texas,Supplies,20%,1,-$11,-21%,5,$52
Office Supplies,Dallas,United States,Sung Shariari,Ampad,8/28/2015,US-2013-146710,75220,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Central,Consumer,9/2/2015,Standard Class,Texas,Paper,20%,1,$1,33%,1,$4
Office Supplies,Dallas,United States,Sung Shariari,Xerox,8/28/2015,US-2013-146710,75220,Xerox 196,Central,Consumer,9/2/2015,Standard Class,Texas,Paper,20%,1,$2,36%,1,$5
